FECHA;CIERRE;APERTURA;MAX;MIN;Vol.;% var.
01.07.2003;1484.7;1.485.52;1.502.57;1.482.82;663.32M;-0.09 %
30.06.2003;1486.02;1.493.69;1.500.97;1.483.69;578.04M;-0.74 %
27.06.2003;1497.05;1.516.81;1.516.87;1.494.44;768.71M;-1.21 %
26.06.2003;1515.38;1.500.34;1.517.21;1.486.08;930.01M;0.89 %
25.06.2003;1502.08;1.512.49;1.515.92;1.498.96;682.23M;-0.68 %
24.06.2003;1512.43;1.509.11;1.515.84;1.504.72;636.94M;0.07 %
23.06.2003;1511.37;1.524.58;1.524.91;1.509.43;733.95M;-1.18 %
20.06.2003;1529.47;1.537.50;1.542.42;1.528.30;664.88M;-0.60 %
19.06.2003;1538.75;1.554.02;1.557.38;1.530.38;993.74M;-0.97 %
18.06.2003;1553.88;1.556.89;1.565.92;1.552.83;872.89M;-0.21 %
17.06.2003;1557.17;1.559.12;1.564.94;1.552.43;719.17M;-0.16 %
16.06.2003;1559.7;1.568.19;1.569.55;1.555.37;804.09M;-0.45 %
13.06.2003;1566.77;1.562.61;1.572.41;1.560.30;968.13M;0.30 %
12.06.2003;1562.11;1.566.92;1.569.13;1.556.53;820.73M;-0.24 %
11.06.2003;1565.84;1.540.72;1.566.90;1.540.70;1.31B;1.76 %
10.06.2003;1538.76;1.529.53;1.541.39;1.529.52;679.07M;0.56 %
09.06.2003;1530.21;1.536.27;1.548.14;1.527.84;982.74M;-0.57 %
06.06.2003;1538.92;1.553.19;1.557.76;1.538.10;1.05B;-1.11 %
05.06.2003;1556.25;1.575.31;1.575.63;1.555.45;1.18B;-1.13 %
04.06.2003;1574.11;1.560.67;1.574.77;1.546.62;1.43B;0.76 %
03.06.2003;1562.24;1.577.08;1.582.41;1.561.08;1.11B;-0.91 %
02.06.2003;1576.53;1.577.99;1.578.87;1.564.61;1.17B;0.02 %
30.05.2003;1576.26;1.570.92;1.581.61;1.567.28;1.61B;0.52 %
29.05.2003;1568.16;1.549.05;1.568.54;1.543.34;1.48B;1.05 %
28.05.2003;1551.81;1.569.33;1.576.62;1.549.06;1.51B;-1.05 %
27.05.2003;1568.34;1.572.31;1.575.63;1.558.13;1.42B;-0.07 %
26.05.2003;1569.51;1.563.20;1.574.39;1.561.04;1.53B;0.55 %
23.05.2003;1560.95;1.547.15;1.571.69;1.547.09;1.83B;0.96 %
22.05.2003;1546.11;1.532.18;1.546.39;1.522.19;959.39M;0.82 %
21.05.2003;1533.48;1.534.60;1.547.31;1.530.05;908.70M;-0.13 %
20.05.2003;1535.52;1.553.69;1.553.85;1.530.67;1.13B;-1.28 %
19.05.2003;1555.45;1.557.29;1.563.11;1.546.75;1.35B;0.06 %
16.05.2003;1554.45;1.555.91;1.560.72;1.543.17;1.60B;-0.05 %
15.05.2003;1555.29;1.524.50;1.555.56;1.516.42;2.29B;2.13 %
14.05.2003;1522.92;1.480.11;1.523.32;1.477.25;1.82B;2.53 %
13.05.2003;1485.31;1.533.08;1.534.80;1.481.74;2.25B;-3.04 %
12.05.2003;1531.87;1.522.98;1.536.89;1.511.87;1.55B;0.69 %
30.04.2003;1521.44;1.511.15;1.539.57;1.510.60;1.89B;0.80 %
29.04.2003;1509.31;1.535.88;1.535.88;1.508.32;1.85B;-1.85 %
28.04.2003;1537.69;1.483.47;1.538.59;1.473.27;2.39B;3.40 %
25.04.2003;1487.15;1.501.57;1.513.33;1.481.07;1.21B;-1.09 %
24.04.2003;1503.59;1.538.58;1.542.11;1.492.90;1.96B;-2.49 %
23.04.2003;1541.96;1.568.13;1.569.79;1.540.07;1.55B;-1.70 %
22.04.2003;1568.69;1.570.57;1.575.80;1.563.59;1.12B;-0.19 %
21.04.2003;1571.71;1.598.50;1.598.58;1.557.12;2.16B;-1.96 %
18.04.2003;1603.08;1.616.90;1.620.81;1.596.67;2.44B;-0.65 %
17.04.2003;1613.6;1.606.23;1.621.23;1.595.63;2.84B;0.46 %
16.04.2003;1606.24;1.633.53;1.649.60;1.598.83;3.91B;-1.55 %
15.04.2003;1631.47;1.619.95;1.632.09;1.606.73;3.21B;0.95 %
14.04.2003;1616.07;1.581.38;1.616.65;1.581.20;3.66B;2.49 %
11.04.2003;1576.86;1.552.00;1.581.70;1.548.53;2.94B;1.66 %
10.04.2003;1551.18;1.546.51;1.559.87;1.541.29;3.21B;0.49 %
09.04.2003;1543.67;1.519.98;1.545.34;1.510.34;2.88B;1.52 %
08.04.2003;1520.55;1.515.64;1.523.95;1.513.23;1.49B;0.36 %
07.04.2003;1515.13;1.521.90;1.530.37;1.512.50;1.19B;-0.39 %
04.04.2003;1521.13;1.510.22;1.521.78;1.509.61;905.40M;0.62 %
03.04.2003;1511.73;1.521.36;1.522.67;1.510.51;829.96M;-0.63 %
02.04.2003;1521.32;1.522.49;1.525.77;1.516.79;979.10M;-0.08 %
01.04.2003;1522.55;1.513.00;1.525.23;1.508.84;1.33B;0.79 %
31.03.2003;1510.58;1.491.39;1.511.22;1.490.99;1.05B;1.25 %
28.03.2003;1491.94;1.498.45;1.508.26;1.488.60;1.32B;-0.49 %
27.03.2003;1499.35;1.455.44;1.507.67;1.447.01;1.35B;2.96 %
26.03.2003;1456.27;1.461.32;1.465.42;1.452.89;558.29M;-0.42 %
25.03.2003;1462.4;1.478.05;1.478.40;1.461.75;572.23M;-1.04 %
24.03.2003;1477.77;1.474.59;1.477.97;1.470.43;472.71M;0.21 %
21.03.2003;1474.66;1.464.18;1.475.81;1.461.91;534.06M;0.69 %
20.03.2003;1464.54;1.469.66;1.477.25;1.460.80;675.68M;-0.37 %
19.03.2003;1469.96;1.458.58;1.475.84;1.452.59;662.22M;0.69 %
18.03.2003;1459.89;1.468.99;1.478.99;1.458.98;597.67M;-0.64 %
17.03.2003;1469.27;1.465.14;1.469.53;1.453.37;632.37M;0.22 %
14.03.2003;1466.04;1.464.99;1.471.50;1.461.35;495.93M;0.09 %
13.03.2003;1464.65;1.475.04;1.477.86;1.463.33;532.86M;-0.70 %
12.03.2003;1475.01;1.468.75;1.475.29;1.458.50;529.34M;0.37 %
11.03.2003;1469.55;1.467.55;1.473.95;1.463.58;515.56M;0.04 %
10.03.2003;1468.92;1.492.21;1.496.16;1.467.64;747.05M;-1.62 %
07.03.2003;1493.09;1.495.69;1.502.43;1.489.38;705.58M;-0.35 %
06.03.2003;1498.34;1.516.60;1.517.35;1.494.24;845.44M;-1.24 %
05.03.2003;1517.18;1.524.08;1.524.12;1.508.25;673.75M;-0.47 %
04.03.2003;1524.3;1.527.45;1.529.75;1.517.86;795.35M;-0.08 %
03.03.2003;1525.48;1.511.59;1.525.70;1.511.05;877.54M;0.90 %
28.02.2003;1511.93;1.512.87;1.514.50;1.501.42;646.58M;-0.12 %
27.02.2003;1513.7;1.513.17;1.524.75;1.508.75;760.38M;0.04 %
26.02.2003;1513.17;1.513.49;1.515.46;1.506.55;690.79M;0.13 %
25.02.2003;1511.28;1.481.11;1.511.65;1.481.11;968.95M;1.98 %
24.02.2003;1481.94;1.476.07;1.488.07;1.474.47;639.28M;0.21 %
21.02.2003;1478.87;1.508.08;1.508.13;1.476.41;975.14M;-2.03 %
20.02.2003;1509.49;1.513.01;1.517.77;1.507.23;813.63M;-0.09 %
19.02.2003;1510.8;1.496.65;1.511.13;1.490.02;835.27M;0.96 %
18.02.2003;1496.47;1.495.14;1.500.29;1.488.83;659.43M;0.00 %
17.02.2003;1496.52;1.510.64;1.514.64;1.490.92;938.42M;-0.96 %
14.02.2003;1510.95;1.503.37;1.515.26;1.500.98;817.43M;0.44 %
13.02.2003;1504.34;1.512.29;1.519.29;1.502.43;1.11B;-0.42 %
12.02.2003;1510.67;1.493.25;1.510.98;1.486.31;925.61M;1.20 %
11.02.2003;1492.76;1.478.05;1.492.89;1.476.87;537.49M;0.85 %
10.02.2003;1480.17;1.499.17;1.499.64;1.477.52;667.25M;-1.31 %
29.01.2003;1499.82;1.501.29;1.508.59;1.498.37;990.55M;-0.05 %
28.01.2003;1500.64;1.497.10;1.502.43;1.489.16;889.20M;0.30 %
27.01.2003;1496.16;1.481.61;1.500.38;1.480.97;1.20B;1.16 %
24.01.2003;1479.07;1.449.50;1.483.56;1.448.01;1.31B;1.96 %
23.01.2003;1450.62;1.460.25;1.470.33;1.448.70;976.51M;-0.68 %
22.01.2003;1460.53;1.448.83;1.463.94;1.446.35;1.03B;0.39 %
21.01.2003;1454.89;1.485.87;1.489.55;1.454.61;1.32B;-1.87 %
20.01.2003;1482.68;1.475.71;1.482.94;1.458.12;1.40B;0.27 %
17.01.2003;1478.67;1.488.27;1.492.72;1.472.96;1.86B;-0.47 %
16.01.2003;1485.62;1.458.87;1.486.06;1.454.55;2.13B;1.76 %
15.01.2003;1459.92;1.477.45;1.485.80;1.448.27;3.25B;-0.47 %
14.01.2003;1466.85;1.386.90;1.476.91;1.386.59;3.18B;5.81 %
13.01.2003;1386.31;1.381.87;1.391.19;1.378.65;787.62M;0.10 %
10.01.2003;1384.86;1.398.38;1.411.37;1.384.63;1.46B;-0.90 %
09.01.2003;1397.38;1.374.62;1.402.29;1.365.37;1.62B;1.84 %
08.01.2003;1372.07;1.331.44;1.373.12;1.330.45;847.73M;3.00 %
07.01.2003;1332.06;1.335.63;1.346.82;1.326.19;654.71M;-0.20 %
06.01.2003;1334.68;1.319.69;1.334.89;1.311.68;585.05M;1.12 %
03.01.2003;1319.87;1.317.58;1.323.63;1.312.80;364.93M;-0.06 %
02.01.2003;1320.63;1.347.43;1.351.34;1.317.47;506.57M;-2.73 %
31.12.2002;1357.65;1.364.97;1.370.53;1.348.71;650.58M;-0.64 %
30.12.2002;1366.36;1.379.74;1.379.75;1.358.43;634.73M;-1.20 %
27.12.2002;1382.97;1.379.33;1.389.33;1.367.85;685.80M;-0.09 %
26.12.2002;1384.15;1.419.96;1.420.00;1.382.36;865.21M;-2.63 %
25.12.2002;1421.52;1.431.59;1.433.79;1.420.93;543.47M;-0.65 %
24.12.2002;1430.83;1.429.53;1.431.12;1.420.38;530.69M;0.04 %
23.12.2002;1430.2;1.429.95;1.439.85;1.429.29;638.55M;0.16 %
20.12.2002;1427.94;1.414.35;1.431.36;1.410.46;634.34M;1.01 %
19.12.2002;1413.6;1.411.28;1.414.29;1.402.64;482.58M;0.13 %
18.12.2002;1411.72;1.416.67;1.424.48;1.409.84;635.42M;-0.31 %
17.12.2002;1416.1;1.409.17;1.418.20;1.403.58;581.89M;0.54 %
16.12.2002;1408.52;1.397.72;1.409.94;1.392.89;649.10M;0.83 %
13.12.2002;1396.9;1.375.78;1.401.60;1.367.93;559.80M;0.94 %
12.12.2002;1383.91;1.378.82;1.399.77;1.378.81;437.99M;0.34 %
11.12.2002;1379.19;1.381.40;1.383.15;1.367.31;442.72M;-0.34 %
10.12.2002;1383.84;1.400.56;1.406.89;1.383.57;517.75M;-1.22 %
09.12.2002;1400.87;1.404.51;1.410.79;1.395.93;328.33M;-0.33 %
06.12.2002;1405.53;1.404.92;1.417.00;1.396.20;381.72M;0.05 %
05.12.2002;1404.88;1.411.89;1.411.89;1.395.08;478.25M;-0.68 %
04.12.2002;1414.45;1.414.89;1.432.90;1.406.61;769.69M;0.40 %
03.12.2002;1408.84;1.391.72;1.409.89;1.388.51;522.01M;0.94 %
02.12.2002;1395.67;1.432.03;1.432.03;1.394.91;669.51M;-2.69 %
29.11.2002;1434.18;1.420.43;1.450.19;1.409.20;1.51B;1.17 %
28.11.2002;1417.53;1.378.14;1.417.85;1.372.38;794.63M;2.81 %
27.11.2002;1378.75;1.365.82;1.384.00;1.353.14;725.72M;0.55 %
26.11.2002;1371.17;1.398.44;1.408.79;1.371.01;532.25M;-1.95 %
25.11.2002;1398.44;1.393.34;1.403.51;1.383.09;445.88M;0.21 %
22.11.2002;1395.5;1.392.57;1.409.00;1.375.54;676.74M;0.35 %
21.11.2002;1390.63;1.421.23;1.421.23;1.389.29;682.79M;-2.47 %
20.11.2002;1425.84;1.459.21;1.459.21;1.423.80;569.39M;-2.48 %
19.11.2002;1462.17;1.450.70;1.464.76;1.441.73;422.84M;0.75 %
18.11.2002;1451.29;1.463.72;1.468.33;1.447.49;412.22M;-0.85 %
15.11.2002;1463.69;1.455.98;1.481.22;1.451.39;600.44M;0.20 %
14.11.2002;1460.8;1.488.91;1.489.14;1.459.71;531.66M;-1.99 %
13.11.2002;1490.46;1.483.71;1.491.24;1.461.26;640.03M;0.31 %
12.11.2002;1485.91;1.504.58;1.517.72;1.481.16;806.37M;-1.23 %
11.11.2002;1504.4;1.519.60;1.526.13;1.501.99;439.87M;-1.17 %
08.11.2002;1522.19;1.570.00;1.573.10;1.517.39;940.12M;-2.06 %
07.11.2002;1554.24;1.554.04;1.559.82;1.546.27;640.63M;0.11 %
06.11.2002;1552.56;1.558.91;1.559.22;1.548.73;647.95M;-0.36 %
05.11.2002;1558.24;1.533.81;1.565.23;1.532.29;1.19B;1.72 %
04.11.2002;1531.84;1.516.22;1.532.23;1.515.07;490.83M;1.40 %
01.11.2002;1510.76;1.507.38;1.511.10;1.498.21;358.18M;0.22 %
31.10.2002;1507.5;1.510.03;1.521.87;1.506.00;357.92M;-0.15 %
30.10.2002;1509.71;1.511.11;1.513.46;1.498.45;374.86M;-0.08 %
29.10.2002;1510.88;1.501.38;1.511.77;1.488.68;464.59M;0.54 %
28.10.2002;1502.72;1.518.09;1.518.60;1.500.01;508.27M;-1.16 %
25.10.2002;1520.31;1.535.80;1.542.59;1.517.41;529.28M;-1.05 %
24.10.2002;1536.52;1.549.79;1.550.43;1.535.90;442.28M;-0.80 %
23.10.2002;1548.96;1.549.77;1.550.09;1.539.48;473.00M;0.06 %
22.10.2002;1548.1;1.525.08;1.553.87;1.525.07;648.19M;1.52 %
21.10.2002;1524.92;1.519.20;1.525.26;1.512.33;345.67M;0.35 %
18.10.2002;1519.54;1.511.18;1.523.83;1.500.54;408.73M;0.43 %
17.10.2002;1513.1;1.537.96;1.538.79;1.511.40;416.90M;-1.58 %
16.10.2002;1537.39;1.524.91;1.548.53;1.524.91;499.62M;0.83 %
15.10.2002;1524.73;1.531.58;1.534.58;1.522.10;374.17M;-0.45 %
14.10.2002;1531.68;1.522.87;1.532.63;1.509.14;549.65M;0.50 %
11.10.2002;1524.05;1.532.14;1.536.87;1.521.91;610.71M;-0.42 %
10.10.2002;1530.41;1.532.18;1.542.56;1.528.35;508.70M;-0.32 %
09.10.2002;1535.37;1.570.65;1.571.52;1.534.91;1.69B;-1.77 %
08.10.2002;1562.99;1.577.05;1.577.05;1.558.48;262.38M;-1.18 %
27.09.2002;1581.62;1.587.24;1.591.84;1.577.53;390.56M;-0.38 %
26.09.2002;1587.65;1.597.85;1.599.98;1.586.53;405.34M;-0.64 %
25.09.2002;1597.84;1.595.81;1.602.35;1.590.49;357.66M;0.07 %
24.09.2002;1596.73;1.602.20;1.602.29;1.594.28;317.50M;-0.37 %
23.09.2002;1602.59;1.602.28;1.604.30;1.597.29;249.71M;-0.14 %
20.09.2002;1604.91;1.618.20;1.618.20;1.602.88;348.52M;-0.89 %
19.09.2002;1619.35;1.593.57;1.623.65;1.585.07;550.51M;1.55 %
18.09.2002;1594.58;1.603.61;1.605.22;1.593.53;342.69M;-0.64 %
17.09.2002;1604.88;1.603.46;1.612.02;1.593.98;428.53M;0.05 %
16.09.2002;1604.08;1.624.13;1.624.14;1.598.74;443.82M;-1.33 %
13.09.2002;1625.76;1.624.50;1.626.07;1.621.42;306.18M;0.07 %
12.09.2002;1624.56;1.619.94;1.631.66;1.614.60;342.85M;0.26 %
11.09.2002;1620.36;1.625.33;1.626.84;1.605.98;435.28M;-0.29 %
10.09.2002;1625.11;1.620.28;1.627.35;1.619.33;351.20M;0.22 %
09.09.2002;1621.58;1.628.45;1.628.45;1.617.01;418.26M;-0.60 %
06.09.2002;1631.38;1.639.89;1.644.80;1.629.93;539.43M;-0.64 %
05.09.2002;1641.81;1.662.89;1.662.90;1.639.82;601.62M;-1.33 %
04.09.2002;1663.97;1.674.45;1.675.96;1.662.49;395.06M;-0.60 %
03.09.2002;1674.07;1.669.59;1.680.28;1.669.58;386.77M;0.32 %
02.09.2002;1668.77;1.666.34;1.669.90;1.663.17;344.46M;0.13 %
30.08.2002;1666.62;1.666.98;1.669.14;1.664.82;395.08M;-0.04 %
29.08.2002;1667.32;1.676.86;1.680.17;1.665.72;435.04M;-0.56 %
28.08.2002;1676.77;1.680.75;1.683.51;1.675.53;559.89M;-0.17 %
27.08.2002;1679.69;1.670.63;1.680.06;1.670.11;613.37M;0.54 %
26.08.2002;1670.68;1.682.14;1.682.32;1.668.82;495.18M;-0.74 %
23.08.2002;1683.21;1.686.30;1.688.12;1.679.12;549.98M;-0.17 %
22.08.2002;1686.11;1.672.70;1.696.28;1.672.43;888.27M;0.75 %
21.08.2002;1673.55;1.671.99;1.677.95;1.668.36;624.34M;0.13 %
20.08.2002;1671.35;1.644.62;1.673.91;1.644.25;806.28M;1.65 %
19.08.2002;1644.3;1.645.93;1.650.09;1.641.40;354.08M;-0.15 %
16.08.2002;1646.79;1.632.96;1.652.98;1.624.05;571.63M;0.76 %
15.08.2002;1634.37;1.646.62;1.647.07;1.632.13;320.74M;-0.75 %
14.08.2002;1646.72;1.636.89;1.647.09;1.635.29;296.34M;0.62 %
13.08.2002;1636.63;1.633.68;1.642.41;1.633.55;292.34M;0.13 %
12.08.2002;1634.57;1.642.48;1.642.59;1.633.09;419.62M;-0.76 %
09.08.2002;1647.05;1.658.44;1.658.77;1.642.77;463.68M;-0.77 %
08.08.2002;1659.8;1.668.51;1.675.30;1.657.47;401.31M;-0.50 %
07.08.2002;1668.07;1.670.17;1.670.81;1.663.93;349.66M;-0.15 %
06.08.2002;1670.62;1.652.94;1.679.81;1.649.89;678.12M;1.01 %
05.08.2002;1653.96;1.661.40;1.661.58;1.652.40;380.35M;-0.48 %
02.08.2002;1661.87;1.653.64;1.662.71;1.653.17;403.18M;0.54 %
01.08.2002;1653.01;1.650.05;1.659.97;1.639.22;482.50M;0.09 %
31.07.2002;1651.59;1.667.62;1.671.48;1.649.01;510.31M;-1.04 %
30.07.2002;1669;1.666.58;1.672.12;1.656.85;588.78M;0.20 %
29.07.2002;1665.67;1.654.92;1.665.95;1.647.27;483.20M;0.49 %
26.07.2002;1657.5;1.665.09;1.670.23;1.656.82;507.63M;-0.46 %
25.07.2002;1665.11;1.675.47;1.682.89;1.662.38;526.82M;-0.44 %
24.07.2002;1672.4;1.673.68;1.679.66;1.667.44;524.85M;-0.09 %
23.07.2002;1673.86;1.676.90;1.684.65;1.670.38;654.09M;-0.43 %
22.07.2002;1681.01;1.712.02;1.712.33;1.678.50;833.39M;-1.92 %
19.07.2002;1713.86;1.706.36;1.714.09;1.703.38;718.32M;0.52 %
18.07.2002;1704.91;1.703.81;1.711.69;1.695.40;816.78M;0.19 %
17.07.2002;1701.72;1.692.45;1.702.24;1.680.20;630.03M;0.60 %
16.07.2002;1691.62;1.687.67;1.704.77;1.686.81;705.64M;0.22 %
15.07.2002;1687.94;1.696.81;1.697.38;1.685.54;799.98M;-0.61 %
12.07.2002;1698.3;1.696.64;1.706.44;1.693.21;808.40M;0.08 %
11.07.2002;1696.94;1.698.21;1.712.20;1.689.22;918.74M;-0.29 %
10.07.2002;1701.82;1.728.52;1.729.73;1.698.83;1.22B;-1.63 %
09.07.2002;1729.99;1.733.83;1.741.92;1.724.39;1.05B;-0.17 %
08.07.2002;1732.93;1.723.58;1.737.86;1.721.12;1.09B;0.62 %
05.07.2002;1722.19;1.709.84;1.722.48;1.704.19;1.14B;0.53 %
04.07.2002;1713.13;1.731.90;1.735.83;1.710.29;1.39B;-1.03 %
03.07.2002;1730.92;1.727.09;1.736.08;1.719.62;1.39B;0.35 %
02.07.2002;1724.95;1.707.45;1.725.89;1.698.83;1.34B;0.66 %
01.07.2002;1713.7;1.736.29;1.740.38;1.712.77;1.55B;-1.10 %
28.06.2002;1732.76;1.724.73;1.747.23;1.711.00;2.97B;0.53 %
27.06.2002;1723.55;1.714.74;1.730.67;1.706.14;2.20B;0.62 %
26.06.2002;1712.91;1.698.11;1.719.08;1.684.91;2.43B;0.37 %
25.06.2002;1706.59;1.718.23;1.748.89;1.690.61;4.22B;-0.04 %
24.06.2002;1707.31;1.704.70;1.709.07;1.647.50;4.85B;9.25 %
21.06.2002;1562.72;1.517.28;1.564.92;1.517.26;1.25B;3.07 %
20.06.2002;1516.15;1.511.12;1.528.36;1.510.53;397.51M;0.56 %
19.06.2002;1507.67;1.523.95;1.524.01;1.506.43;305.29M;-1.08 %
18.06.2002;1524.07;1.496.83;1.527.77;1.496.81;536.52M;1.86 %
17.06.2002;1496.24;1.489.13;1.496.84;1.481.25;293.32M;0.13 %
14.06.2002;1494.25;1.508.64;1.508.65;1.493.24;392.00M;-1.15 %
13.06.2002;1511.71;1.524.77;1.529.44;1.511.22;356.45M;-0.86 %
12.06.2002;1524.84;1.531.75;1.531.75;1.513.92;381.86M;-0.40 %
11.06.2002;1530.96;1.515.99;1.534.38;1.515.75;500.34M;0.90 %
10.06.2002;1517.23;1.529.34;1.529.38;1.511.26;448.49M;-0.80 %
07.06.2002;1529.51;1.522.88;1.540.83;1.508.43;985.85M;0.54 %
06.06.2002;1521.26;1.458.61;1.532.73;1.455.31;877.56M;4.05 %
05.06.2002;1462;1.491.07;1.491.07;1.460.48;440.84M;-1.91 %
04.06.2002;1490.51;1.484.01;1.498.05;1.474.36;457.84M;0.48 %
03.06.2002;1483.35;1.510.25;1.510.26;1.480.09;517.92M;-2.14 %
31.05.2002;1515.73;1.523.01;1.532.03;1.513.26;421.43M;-0.51 %
30.05.2002;1523.52;1.524.22;1.530.77;1.506.54;552.69M;-0.08 %
29.05.2002;1524.81;1.558.13;1.558.14;1.520.12;517.00M;-2.16 %
28.05.2002;1558.52;1.557.62;1.569.41;1.557.23;378.07M;0.22 %
27.05.2002;1555.05;1.555.04;1.562.63;1.545.62;382.22M;0.36 %
24.05.2002;1549.47;1.572.94;1.574.13;1.544.42;564.80M;-1.41 %
23.05.2002;1571.61;1.571.08;1.585.74;1.568.10;819.14M;0.46 %
22.05.2002;1564.49;1.590.79;1.591.03;1.563.16;572.94M;-1.49 %
21.05.2002;1588.11;1.575.02;1.599.11;1.564.55;971.07M;3.02 %
20.05.2002;1541.53;1.564.97;1.564.98;1.529.35;478.27M;-1.66 %
17.05.2002;1567.5;1.549.08;1.570.15;1.540.58;716.28M;1.16 %
16.05.2002;1549.5;1.592.24;1.592.24;1.546.94;807.65M;-3.06 %
15.05.2002;1598.35;1.614.90;1.618.14;1.597.92;603.46M;-1.11 %
14.05.2002;1616.23;1.622.33;1.629.88;1.613.55;533.43M;-0.47 %
13.05.2002;1623.94;1.634.90;1.634.92;1.618.46;567.22M;-0.87 %
10.05.2002;1638.2;1.650.91;1.652.29;1.636.86;601.49M;-0.75 %
09.05.2002;1650.58;1.648.46;1.659.25;1.646.82;557.31M;-0.11 %
08.05.2002;1652.37;1.669.87;1.670.92;1.651.69;475.01M;-0.92 %
30.04.2002;1667.75;1.668.31;1.673.75;1.657.82;970.24M;0.12 %
29.04.2002;1665.81;1.643.55;1.667.16;1.640.56;1.05B;1.54 %
26.04.2002;1640.59;1.615.52;1.643.15;1.615.52;703.90M;1.53 %
25.04.2002;1615.92;1.609.94;1.616.76;1.603.64;468.89M;0.30 %
24.04.2002;1611.05;1.623.47;1.626.38;1.609.20;503.07M;-0.83 %
23.04.2002;1624.55;1.626.63;1.634.86;1.621.87;499.91M;-0.18 %
22.04.2002;1627.48;1.633.64;1.637.18;1.619.16;550.12M;-0.47 %
19.04.2002;1635.17;1.625.25;1.635.53;1.603.96;862.77M;0.43 %
18.04.2002;1628.14;1.644.15;1.646.25;1.626.03;730.47M;-0.99 %
17.04.2002;1644.39;1.641.72;1.649.43;1.630.23;584.10M;0.25 %
16.04.2002;1640.29;1.647.51;1.654.74;1.635.75;617.54M;-0.56 %
15.04.2002;1649.5;1.660.57;1.664.52;1.638.64;726.76M;-0.57 %
12.04.2002;1658.98;1.648.45;1.664.41;1.648.45;813.35M;0.57 %
11.04.2002;1649.53;1.679.34;1.680.30;1.649.27;944.88M;-1.68 %
10.04.2002;1677.66;1.670.80;1.677.94;1.663.47;1.20B;0.61 %
09.04.2002;1667.52;1.641.85;1.671.86;1.640.69;1.60B;1.64 %
08.04.2002;1640.65;1.633.83;1.643.68;1.631.07;667.49M;0.37 %
05.04.2002;1634.64;1.650.50;1.657.09;1.628.55;1.01B;-0.43 %
04.04.2002;1641.7;1.595.02;1.643.54;1.583.63;910.31M;2.96 %
03.04.2002;1594.51;1.582.74;1.603.80;1.582.67;639.96M;0.73 %
02.04.2002;1582.88;1.608.52;1.610.73;1.575.97;771.82M;-1.59 %
01.04.2002;1608.51;1.598.03;1.609.92;1.589.41;667.97M;0.29 %
29.03.2002;1603.9;1.648.09;1.648.09;1.596.25;1.20B;-2.83 %
28.03.2002;1650.67;1.653.98;1.666.52;1.645.34;793.44M;-0.22 %
27.03.2002;1654.23;1.646.68;1.655.18;1.635.82;717.04M;0.29 %
26.03.2002;1649.48;1.674.70;1.675.21;1.641.91;925.38M;-1.54 %
25.03.2002;1675.29;1.667.85;1.677.05;1.663.39;879.26M;0.34 %
22.03.2002;1669.69;1.684.07;1.684.46;1.659.52;1.02B;-0.91 %
21.03.2002;1685.02;1.686.95;1.693.87;1.675.24;1.34B;0.15 %
20.03.2002;1682.51;1.673.27;1.686.11;1.664.37;1.80B;1.03 %
19.03.2002;1665.36;1.624.32;1.665.62;1.624.29;1.33B;2.55 %
18.03.2002;1623.88;1.641.43;1.657.68;1.610.99;1.29B;0.18 %
15.03.2002;1620.98;1.671.83;1.676.51;1.620.56;1.40B;-2.65 %
14.03.2002;1665.15;1.621.08;1.665.79;1.621.08;1.20B;2.57 %
13.03.2002;1623.43;1.636.94;1.655.63;1.621.80;1.50B;-1.23 %
12.03.2002;1643.69;1.665.24;1.672.04;1.641.58;2.10B;-1.23 %
11.03.2002;1664.09;1.643.59;1.664.52;1.632.62;1.95B;1.45 %
08.03.2002;1640.26;1.622.87;1.645.29;1.611.23;2.32B;1.69 %
07.03.2002;1613;1.569.17;1.613.26;1.569.07;1.63B;2.79 %
06.03.2002;1569.21;1.564.69;1.594.67;1.563.92;1.61B;0.59 %
05.03.2002;1560.08;1.529.30;1.566.07;1.529.30;1.17B;2.18 %
04.03.2002;1526.8;1.497.83;1.527.40;1.494.83;552.07M;1.61 %
01.03.2002;1502.54;1.521.53;1.521.57;1.501.56;569.35M;-1.45 %
28.02.2002;1524.7;1.537.93;1.544.39;1.521.08;647.80M;-0.89 %
27.02.2002;1538.32;1.531.32;1.544.92;1.524.68;711.39M;0.45 %
26.02.2002;1531.43;1.529.38;1.531.72;1.507.58;663.47M;0.08 %
25.02.2002;1530.28;1.540.49;1.544.57;1.521.66;807.03M;1.57 %
08.02.2002;1506.62;1.520.72;1.530.13;1.506.07;710.81M;-0.58 %
07.02.2002;1515.39;1.482.36;1.521.03;1.481.07;961.30M;1.99 %
06.02.2002;1485.8;1.517.81;1.521.56;1.484.25;832.07M;-2.14 %
05.02.2002;1518.28;1.510.57;1.522.32;1.502.09;961.65M;0.46 %
04.02.2002;1511.33;1.485.68;1.513.67;1.476.13;842.46M;1.72 %
01.02.2002;1485.77;1.494.58;1.507.64;1.480.77;1.33B;-0.39 %
31.01.2002;1491.66;1.413.22;1.501.33;1.413.22;1.88B;6.81 %
30.01.2002;1396.61;1.392.95;1.408.05;1.381.01;599.35M;0.27 %
29.01.2002;1392.78;1.343.36;1.396.11;1.339.20;730.31M;2.44 %
28.01.2002;1359.55;1.444.50;1.448.60;1.357.55;1.06B;-6.33 %
